row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN1322_c0_g3,18.4629,0.050111228,2.514250755,0.019930879,0.984098512,NA,Hsp90 protein,Heat shock protein
TRINITY_DN12337_c0_g1,61.22366384,-0.042603078,2.178668457,-0.01955464,0.984398649,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN13585_c0_g2,8.137337131,0.049916997,2.582062039,0.019332222,0.984576079,NA,Hsp70 protein,Heat shock protein
TRINITY_DN3664_c0_g1,189.7320908,-0.040758874,2.129198335,-0.019142826,0.984727167,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN426_c0_g1,167.9025953,0.040560975,2.206311542,0.018384065,0.985332464,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN345890_c0_g1,6.355084276,0.047236052,2.659290481,0.017762652,0.985828199,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN48206_c0_g1,3.193458754,0.065859603,3.755033613,0.017539018,0.986006606,NA,Hsp90 protein,Heat shock protein
TRINITY_DN4934_c2_g1,42.85739418,0.038552796,2.27320452,0.016959669,0.986468791,0.996840212,Hsp90 protein,Heat shock protein
TRINITY_DN40164_c0_g3,3.048379447,-0.062820575,3.782909423,-0.016606418,0.986750605,NA,Hsp90 protein,Heat shock protein
TRINITY_DN9175_c0_g3,4.123367302,0.051501946,3.216589806,0.01601135,0.987225337,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6475_c3_g1,28.37354401,-0.034848309,2.292805661,-0.015198981,0.987873435,NA,Hsp70 protein,Heat shock protein
TRINITY_DN273993_c0_g1,4.324226797,-0.046904554,3.154361094,-0.014869748,0.988136095,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN25090_c0_g2,6.880291095,0.049411609,3.373651279,0.01464633,0.988314337,NA,Hsp70 protein,Heat shock protein
TRINITY_DN50933_c1_g1,6.880291095,0.049411609,3.373651279,0.01464633,0.988314337,NA,Hsp70 protein,Heat shock protein
TRINITY_DN32856_c0_g2,0.464954274,-0.06899438,4.98519158,-0.013839865,0.988957738,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN586556_c0_g1,0.464954274,-0.06899438,4.98519158,-0.013839865,0.988957738,NA,Hsp90 protein,Heat shock protein
TRINITY_DN44680_c0_g1,8.363838718,-0.035601949,2.614696661,-0.013616092,0.989136266,NA,Hsp70 protein,Heat shock protein
TRINITY_DN131422_c0_g1,0.909182933,-0.064620156,4.78672025,-0.013499881,0.98922898,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13475_c0_g1,24.63788572,-0.030353164,2.285166007,-0.013282695,0.989402254,NA,Hsp70 protein,Heat shock protein
TRINITY_DN75463_c0_g1,12.77866167,-0.031596004,2.389866801,-0.013220822,0.989451617,NA,Hsp70 protein,Heat shock protein
TRINITY_DN64278_c0_g1,30.77083801,0.026016393,2.230543183,0.011663703,0.990693922,NA,Hsp70 protein,Heat shock protein
TRINITY_DN668_c0_g1,336.3507947,0.023434572,2.129633965,0.011004038,0.991220226,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN114149_c0_g1,4.206167004,0.035462276,3.5776744,0.009912103,0.992091416,NA,Hsp70 protein,Heat shock protein
TRINITY_DN40930_c0_g1,6.891411653,-0.029221167,2.967276932,-0.009847806,0.992142715,NA,Hsp90 protein,Heat shock protein
TRINITY_DN112428_c0_g1,3.686832341,0.03595221,3.659861714,0.009823379,0.992162203,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1137_c2_g1,6.091092256,0.028646786,2.993213478,0.009570579,0.992363899,NA,Hsp70 protein,Heat shock protein
TRINITY_DN16085_c0_g2,7.585097856,0.027487185,2.934033673,0.009368394,0.992525212,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN85020_c0_g1,4.720266207,0.028199793,3.145998859,0.008963701,0.992848097,NA,Hsp70 protein,Heat shock protein
TRINITY_DN8055_c0_g1,16.48760649,-0.028146035,3.211328365,-0.008764608,0.993006944,NA,Hsp90 protein,Heat shock protein
TRINITY_DN220449_c0_g2,1.839091482,-0.031866079,3.845669572,-0.008286224,0.993388626,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN47642_c0_g2,45.35503915,0.01638221,2.19677817,0.00745738,0.994049927,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN63_c0_g2,12.28378553,0.017002727,2.370612187,0.007172294,0.994277387,NA,Hsp90 protein,Heat shock protein
TRINITY_DN70294_c0_g1,7.17367105,0.020975209,2.969575043,0.00706337,0.994364293,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1208_c1_g2,44.91349439,-0.013913013,2.186725285,-0.006362488,0.994923503,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN158755_c0_g2,9.088402473,-0.014805541,2.504116205,-0.005912481,0.99528255,NA,Hsp33 protein,Heat shock protein
TRINITY_DN130112_c1_g1,5.166953104,-0.019484867,3.481989935,-0.0055959,0.995535141,NA,Hsp90 protein,Heat shock protein
TRINITY_DN79650_c0_g1,6.522288998,-0.011722752,2.719735384,-0.004310255,0.996560925,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2157_c2_g1,12.16968653,-0.011445383,2.814460651,-0.004066635,0.996755304,NA,Hsp70 protein,Heat shock protein
TRINITY_DN132141_c1_g1,7.249310991,-0.011820699,2.942561991,-0.004017145,0.99679479,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN15319_c0_g1,46.50215027,0.008644797,2.182909737,0.003960217,0.996840212,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN171202_c0_g1,4.180205929,0.013110227,3.586605219,0.00365533,0.997083475,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN34832_c0_g1,4.180205929,0.013110227,3.586605219,0.00365533,0.997083475,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN361313_c0_g1,4.180205929,0.013110227,3.586605219,0.00365533,0.997083475,NA,Hsp90 protein,Heat shock protein
TRINITY_DN25863_c1_g1,8.839366671,0.008648114,2.868934063,0.0030144,0.997594861,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1107968_c0_g1,4.673579517,-0.004907676,3.52871002,-0.001390785,0.998890315,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN263_c4_g1,9.262869715,-0.003970484,2.860157094,-0.001388205,0.998892373,NA,Hsp90 protein,Heat shock protein
TRINITY_DN143411_c0_g1,8.83305983,-0.003267955,3.008695868,-0.00108617,0.999133362,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN34549_c0_g1,10.36179159,0.00256622,2.464024181,0.001041475,0.999169023,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN3102_c1_g1,25.02088027,-0.001439624,2.308466422,-0.000623628,0.999502417,NA,Hsp70 protein,Heat shock protein
TRINITY_DN277776_c0_g1,1.394862823,-0.000838192,4.589307705,-0.00018264,0.999854274,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN572488_c0_g1,1.394862823,-0.000838192,4.589307705,-0.00018264,0.999854274,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1309186_c0_g1,1.859817097,0.000355991,4.234534172,8.40684551131111e-05,0.999932923,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN14319_c0_g1,79.25937132,22.50075586,3.491405347,6.444612879,1.15895850760636e-10,3.32234772180491e-09,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN3901_c0_g2,199.8671638,23.77579815,3.524446288,6.745966943,1.52011229394224e-11,7.26863441158981e-10,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN2818_c0_g1,91.05472613,-23.51945331,3.494439325,-6.73053704,1.69038009571856e-11,7.26863441158981e-10,Hsp70 protein,Heat shock protein
TRINITY_DN143_c0_g2,219.9184575,-24.72184942,3.516899072,-7.029445233,2.07356322301034e-12,1.78326437178889e-10,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN363_c4_g1,82.46956624,-23.38338876,3.49252917,-6.695259401,2.15289390131384e-11,8.22883891168844e-10,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1351665_c0_g1,78.30706447,-23.30056704,3.491676706,-6.673174238,2.50328886333416e-11,8.61131368986951e-10,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN23708_c0_g1,142.9621604,23.30854619,3.512128767,6.63658645,3.21030687111742e-11,1.00395051242217e-09,Heat shock protein 9/12,Heat shock protein
TRINITY_DN725520_c0_g1,497.3077027,-25.83959131,3.553406011,-7.271781279,3.54777712321196e-13,6.10217665192457e-11,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN3820_c0_g1,3413.511604,-28.47488287,3.654349805,-7.79205177,6.59297080408954e-15,2.2679819566068e-12,Viral (Superfamily 1) RNA helicase,RNA helicase
TRINITY_DN16682_c0_g1,376.7064098,-25.45947281,3.547096753,-7.1775524,7.09704611728389e-13,8.13794621448553e-11,Heat shock protein 9/12,Heat shock protein
TRINITY_DN31886_c0_g1,126.5284276,-23.96637171,3.496553524,-6.854284239,7.16704527153552e-12,4.93092714681644e-10,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN5785_c0_g1,110.2831467,21.47742964,3.498804541,6.138505134,8.3301620796552e-10,2.20428904261645e-08,Hsp70 protein,Heat shock protein
TRINITY_DN8243_c0_g1,117.5906749,-23.86815768,3.501051039,-6.81742637,9.26858799493302e-12,5.31399045042827e-10,Hsp70 protein,Heat shock protein
TRINITY_DN1000069_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN100103_c0_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1005102_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN100648_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1009386_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN101164_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1014277_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1016536_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1017308_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN101850_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1019319_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN102524_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN10259_c2_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102901_c2_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN102918_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10292_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1035327_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN10363_c2_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103671_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1037923_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1038580_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1049659_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase subunit FKS1 domain-1,13-beta-glucan synthase
TRINITY_DN1050123_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN105185_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10541_c4_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN105724_c0_g1,0,NA,NA,NA,NA,NA,Putative stress-induced transcription regulator,Stress
TRINITY_DN106027_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN106482_c0_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1066922_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN106968_c1_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN107293_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN107416_c0_g2,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1079020_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN108162_c2_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN108539_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1086802_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1088801_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1088810_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN109027_c1_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN109075_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1093_c1_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1093322_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1095299_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1097489_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1098328_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1098572_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1098601_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1100357_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1102212_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN11042_c0_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1106130_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1108435_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1108983_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1110885_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1110983_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1116925_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN11181_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1119070_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN112601_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN112601_c0_g2,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN11297_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1131577_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN113296_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1135326_c0_g1,0,NA,NA,NA,NA,NA,Stress-induced protein Di19 C-terminal,Stress
TRINITY_DN1136311_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1137045_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN113884_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN1144263_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1144494_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN114883_c0_g2,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1149599_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN115124_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN115193_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN115304_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1156343_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN115656_c0_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN115724_c0_g1,0,NA,NA,NA,NA,NA,Trehalose utilisation,Trehalose
TRINITY_DN1157342_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1158025_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1160520_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1160529_c0_g1,0,NA,NA,NA,NA,NA,Trehalose utilisation,Trehalose
TRINITY_DN1160579_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1161095_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1163358_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN116412_c1_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN116498_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN11655_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1166502_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1172283_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1173533_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1173644_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1176505_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1177328_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1177512_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1178110_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1180059_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1182104_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1182592_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1185924_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1186120_c0_g1,0,NA,NA,NA,NA,NA,Replication stress response SDE2 C-terminal,Stress
TRINITY_DN118621_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1187108_c0_g1,0,NA,NA,NA,NA,NA,Trehalose-6-phosphate phosphatase N-terminal helical bundle domain,Trehalose
TRINITY_DN118758_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1188767_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1189603_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1190647_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN119084_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN1194399_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN11951_c0_g4,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1195607_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1197607_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN119805_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN120277_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1208104_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN12089_c1_g2,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN120960_c1_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1210561_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1223774_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1223813_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1224596_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN122782_c0_g1,0,NA,NA,NA,NA,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1229093_c0_g1,0,NA,NA,NA,NA,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1230525_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN123413_c0_g1,0,NA,NA,NA,NA,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN1234230_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1237_c5_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN124124_c0_g1,0,NA,NA,NA,NA,NA,Heat induced stress protein YflT domain,Stress
TRINITY_DN1245268_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN124980_c1_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1250186_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1260351_c0_g1,0,NA,NA,NA,NA,NA,Universal stress protein family,Stress
TRINITY_DN1262287_c0_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN12642_c2_g1,0,NA,NA,NA,NA,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1265141_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN127994_c0_g1,0,NA,NA,NA,NA,NA,Heat induced stress protein YflT domain,Stress
TRINITY_DN1281901_c0_g1,0,NA,NA,NA,NA,NA,Putative stress-induced transcription regulator,Stress
TRINITY_DN1285868_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1289371_c0_g1,0,NA,NA,NA,NA,NA,Hsp20/alpha crystallin family,Heat shock protein
